elapsed_s,pid,raw,bytes
18.836,2210A8,"6210A845",0x45(69)
18.893,2210B0,"6210B027",0x27(39)
18.943,2210B9,"6210B915",0x15(21)
19.780,2210D2,"6210D275",0x75(117)
19.837,221154,"7F2231",ERR
20.592,2210A8,"6210A800",0x00(0)
20.648,2210B0,"6210B027",0x27(39)
20.696,2210B9,"6210B915",0x15(21)
21.817,2210A8,"6210A800",0x00(0)
21.863,2210B0,"6210B027",0x27(39)
21.912,2210B9,"6210B915",0x15(21)
22.219,2210B1,"6210B104",0x04(4)
22.278,2210C1,"6210C12E",0x2E(46)
22.348,2210B4,"6210B422",0x22(34)
23.280,2210A8,"6210A843",0x43(67)
23.334,2210B0,"6210B027",0x27(39)
23.394,2210B9,"6210B917",0x17(23)
25.085,2210D2,"6210D275",0x75(117)
25.137,221154,"7F2231",ERR
25.806,2210A8,"6210A800",0x00(0)
25.861,2210B0,"6210B027",0x27(39)
25.925,2210B9,"6210B915",0x15(21)
27.067,2210A8,"6210A800",0x00(0)
27.137,2210B0,"6210B027",0x27(39)
27.193,2210B9,"6210B914",0x14(20)
28.025,2210A8,"6210A800",0x00(0)
28.224,2210B0,"6210B027",0x27(39)
28.436,2210B9,"6210B914",0x14(20)
28.486,2210B1,"6210B100",0x00(0)
28.548,2210C1,"6210C12D",0x2D(45)
28.591,2210B4,"6210B429",0x29(41)
29.415,2210A8,"6210A800",0x00(0)
29.475,2210B0,"6210B027",0x27(39)
29.536,2210B9,"6210B916",0x16(22)
29.969,2210D2,"6210D275",0x75(117)
30.055,221154,"7F2231",ERR
31.227,2210A8,"6210A843",0x43(67)
31.280,2210B0,"6210B027",0x27(39)
31.346,2210B9,"6210B915",0x15(21)
32.402,2210A8,"6210A800",0x00(0)
32.451,2210B0,"6210B09C",0x9C(156)
32.499,2210B9,"6210B913",0x13(19)
32.705,2210B1,"6210B101",0x01(1)
32.754,2210C1,"6210C100",0x00(0)
32.800,2210B4,"6210B443",0x43(67)
33.505,2210A8,"6210A800",0x00(0)
33.553,2210B0,"6210B09C",0x9C(156)
33.608,2210B9,"6210B916",0x16(22)
34.443,2210D2,"6210D275",0x75(117)
34.491,221154,"7F2231",ERR
35.228,2210A8,"6210A846",0x46(70)
35.282,2210B0,"6210B09F",0x9F(159)
35.343,2210B9,"6210B915",0x15(21)
36.441,2210A8,"6210A846",0x46(70)
36.497,2210B0,"6210B09F",0x9F(159)
36.556,2210B9,"6210B915",0x15(21)
36.875,2210B1,"6210B100",0x00(0)
36.932,2210C1,"6210C132",0x32(50)
36.988,2210B4,"6210B44B",0x4B(75)
37.590,2210A8,"6210A800",0x00(0)
37.761,2210B0,"6210B09F",0x9F(159)
37.921,2210B9,"6210B915",0x15(21)
38.647,2210D2,"6210D275",0x75(117)
38.706,221154,"7F2231",ERR
39.317,2210A8,"6210A800",0x00(0)
39.372,2210B0,"6210B09F",0x9F(159)
39.431,2210B9,"6210B916",0x16(22)
40.504,2210A8,"6210A800",0x00(0)
40.563,2210B0,"6210B09F",0x9F(159)
40.633,2210B9,"6210B912",0x12(18)
41.750,2210A8,"6210A800",0x00(0)
41.796,2210B0,"6210B029",0x29(41)
41.856,2210B9,"6210B914",0x14(20)
41.913,2210B1,"6210B105",0x05(5)
41.961,2210C1,"6210C10A",0x0A(10)
42.012,2210B4,"6210B420",0x20(32)
42.830,2210A8,"6210A846",0x46(70)
42.882,2210B0,"6210B029",0x29(41)
42.942,2210B9,"6210B914",0x14(20)
43.651,2210D2,"6210D275",0x75(117)
43.697,221154,"7F2231",ERR
44.598,2210A8,"6210A847",0x47(71)
44.655,2210B0,"6210B027",0x27(39)
44.701,2210B9,"6210B914",0x14(20)
46.352,2210A8,"6210A845",0x45(69)
46.403,2210B0,"6210B09C",0x9C(156)
46.451,2210B9,"6210B915",0x15(21)
46.662,2210B1,"6210B100",0x00(0)
46.715,2210C1,"6210C12A",0x2A(42)
46.772,2210B4,"6210B432",0x32(50)
47.962,2210A8,"6210A846",0x46(70)
48.033,2210B0,"6210B09F",0x9F(159)
48.077,2210B9,"6210B916",0x16(22)
48.859,2210D2,"6210D275",0x75(117)
48.939,221154,"7F2231",ERR
49.980,2210A8,"6210A800",0x00(0)
50.059,2210B0,"6210B09F",0x9F(159)
50.140,2210B9,"6210B915",0x15(21)
51.400,2210A8,"6210A800",0x00(0)
51.475,2210B0,"6210B09F",0x9F(159)
51.562,2210B9,"6210B916",0x16(22)
52.087,2210B1,"6210B100",0x00(0)
52.183,2210C1,"6210C100",0x00(0)
52.286,2210B4,"6210B428",0x28(40)
53.131,2210A8,"6210A845",0x45(69)
53.203,2210B0,"6210B09F",0x9F(159)
53.321,2210B9,"6210B915",0x15(21)
54.248,2210D2,"6210D275",0x75(117)
54.337,221154,"7F2231",ERR
55.293,2210A8,"6210A800",0x00(0)
55.380,2210B0,"6210B027",0x27(39)
55.453,2210B9,"6210B914",0x14(20)
56.584,2210A8,"6210A800",0x00(0)
56.675,2210B0,"6210B09C",0x9C(156)
56.727,2210B9,"6210B916",0x16(22)
58.253,2210A8,"6210A800",0x00(0)
58.313,2210B0,"6210B09E",0x9E(158)
58.368,2210B9,"6210B915",0x15(21)
58.411,2210B1,"6210B100",0x00(0)
58.455,2210C1,"6210C12A",0x2A(42)
58.517,2210B4,"6210B430",0x30(48)
59.311,2210A8,"6210A844",0x44(68)
59.368,2210B0,"6210B09F",0x9F(159)
59.476,2210B9,"6210B916",0x16(22)
59.966,2210D2,"6210D275",0x75(117)
60.022,221154,"7F2231",ERR
61.220,2210A8,"6210A844",0x44(68)
61.273,2210B0,"6210B09F",0x9F(159)
61.345,2210B9,"6210B915",0x15(21)
62.163,2210A8,"6210A800",0x00(0)
62.219,2210B0,"6210B09F",0x9F(159)
62.275,2210B9,"6210B916",0x16(22)
62.476,2210B1,"6210B100",0x00(0)
62.532,2210C1,"6210C12A",0x2A(42)
62.576,2210B4,"6210B432",0x32(50)
63.626,2210A8,"6210A800",0x00(0)
63.782,2210B0,"6210B09F",0x9F(159)
63.830,2210B9,"6210B917",0x17(23)
64.455,2210D2,"6210D275",0x75(117)
64.511,221154,"7F2231",ERR
65.550,2210A8,"6210A845",0x45(69)
65.600,2210B0,"6210B029",0x29(41)
65.671,2210B9,"6210B915",0x15(21)
66.784,2210A8,"6210A800",0x00(0)
66.833,2210B0,"6210B029",0x29(41)
66.889,2210B9,"6210B914",0x14(20)
67.398,2210B1,"6210B109",0x09(9)
67.457,2210C1,"6210C121",0x21(33)
67.501,2210B4,"6210B428",0x28(40)
68.139,2210A8,"6210A800",0x00(0)
68.181,2210B0,"6210B027",0x27(39)
68.244,2210B9,"6210B916",0x16(22)
68.964,2210D2,"6210D275",0x75(117)
69.027,221154,"7F2231",ERR
69.790,2210A8,"6210A845",0x45(69)
69.856,2210B0,"6210B027",0x27(39)
69.910,2210B9,"6210B915",0x15(21)
70.748,2210A8,"6210A800",0x00(0)
70.805,2210B0,"6210B027",0x27(39)
70.848,2210B9,"6210B916",0x16(22)
71.767,2210A8,"6210A800",0x00(0)
71.827,2210B0,"6210B027",0x27(39)
71.884,2210B9,"6210B913",0x13(19)
71.934,2210B1,"6210B100",0x00(0)
71.979,2210C1,"6210C133",0x33(51)
72.048,2210B4,"6210B430",0x30(48)
72.902,2210A8,"6210A846",0x46(70)
72.953,2210B0,"6210B027",0x27(39)
73.002,2210B9,"6210B916",0x16(22)
73.417,2210D2,"6210D275",0x75(117)
73.463,221154,"7F2231",ERR
74.337,2210A8,"6210A800",0x00(0)
74.393,2210B0,"6210B09C",0x9C(156)
74.451,2210B9,"6210B914",0x14(20)
75.375,2210A8,"6210A800",0x00(0)
75.877,2210B0,"6210B09F",0x9F(159)
76.098,2210B9,"",ERR
76.513,2210B1,"OK",ERR
76.556,2210C1,"6210B100",0x00(0)
76.588,2210B4,"STOPPED",ERR
77.005,2210A8,"?",ERR
77.036,2210B0,"6210A800STOPPED",ERR
77.094,2210B9,"6210B916",0x16(22)
78.325,2210D2,"6210D275",0x75(117)
78.383,221154,"7F2231",ERR
79.258,2210A8,"6210A844",0x44(68)
79.361,2210B0,"6210B027",0x27(39)
79.424,2210B9,"6210B916",0x16(22)
80.298,2210A8,"6210A844",0x44(68)
80.358,2210B0,"6210B027",0x27(39)
80.417,2210B9,"6210B915",0x15(21)
80.750,2210B1,"6210B116",0x16(22)
80.807,2210C1,"6210C138",0x38(56)
80.878,2210B4,"6210B431",0x31(49)
81.877,2210A8,"6210A800",0x00(0)
81.990,2210B0,"6210B027",0x27(39)
82.087,2210B9,"6210B915",0x15(21)
82.856,2210D2,"6210D276",0x76(118)
82.911,221154,"7F2231",ERR
83.598,2210A8,"6210A844",0x44(68)
83.651,2210B0,"6210B027",0x27(39)
83.707,2210B9,"6210B915",0x15(21)
84.611,2210A8,"6210A844",0x44(68)
84.662,2210B0,"6210B027",0x27(39)
84.709,2210B9,"6210B915",0x15(21)
85.565,2210A8,"6210A844",0x44(68)
85.635,2210B0,"6210B09D",0x9D(157)
85.684,2210B9,"6210B916",0x16(22)
85.738,2210B1,"6210B100",0x00(0)
85.791,2210C1,"6210C12A",0x2A(42)
85.847,2210B4,"6210B431",0x31(49)
86.726,2210A8,"6210A800",0x00(0)
86.785,2210B0,"6210B09C",0x9C(156)
86.861,2210B9,"6210B915",0x15(21)
87.350,2210D2,"6210D276",0x76(118)
87.415,221154,"7F2231",ERR
88.445,2210A8,"6210A800",0x00(0)
88.497,2210B0,"6210B09F",0x9F(159)
88.546,2210B9,"6210B915",0x15(21)
89.797,2210A8,"6210A800",0x00(0)
90.298,2210B0,"6210B09F",0x9F(159)
90.320,2210B9,"",ERR
90.664,2210B1,"6210B100",0x00(0)
90.713,2210C1,"6210C100",0x00(0)
90.757,2210B4,"6210B42D",0x2D(45)
91.590,2210A8,"6210A800",0x00(0)
91.779,2210B0,"6210B029",0x29(41)
91.856,2210B9,"6210B915",0x15(21)
92.401,2210D2,"NO DATA",ERR
92.457,221154,"7F2231",ERR
93.287,2210A8,"6210A843",0x43(67)
93.466,2210B0,"6210B027",0x27(39)
93.669,2210B9,"6210B915",0x15(21)
94.488,2210A8,"6210A844",0x44(68)
94.534,2210B0,"6210B027",0x27(39)
94.591,2210B9,"6210B915",0x15(21)
94.910,2210B1,"6210B100",0x00(0)
94.959,2210C1,"6210C12D",0x2D(45)
95.058,2210B4,"6210B41C",0x1C(28)
96.498,2210A8,"6210A800",0x00(0)
96.583,2210B0,"6210B027",0x27(39)
96.636,2210B9,"6210B915",0x15(21)
97.656,2210D2,"6210D276",0x76(118)
97.709,221154,"7F2231",ERR
98.365,2210A8,"6210A843",0x43(67)
98.413,2210B0,"6210B027",0x27(39)
98.460,2210B9,"6210B915",0x15(21)
99.547,2210A8,"6210A844",0x44(68)
99.601,2210B0,"6210B027",0x27(39)
99.662,2210B9,"6210B915",0x15(21)
100.497,2210A8,"6210A800",0x00(0)
100.548,2210B0,"6210B027",0x27(39)
100.608,2210B9,"6210B915",0x15(21)
100.796,2210B1,"6210B100",0x00(0)
101.000,2210C1,"6210C12D",0x2D(45)
101.067,2210B4,"6210B41D",0x1D(29)
101.897,2210A8,"6210A800",0x00(0)
101.949,2210B0,"6210B027",0x27(39)
101.999,2210B9,"6210B915",0x15(21)
102.998,2210D2,"?",ERR
103.103,221154,"7F2231",ERR
103.669,2210A8,"6210A844",0x44(68)
103.720,2210B0,"6210B027",0x27(39)
103.786,2210B9,"6210B915",0x15(21)
104.614,2210A8,"6210A800",0x00(0)
104.669,2210B0,"6210B027",0x27(39)
104.720,2210B9,"6210B915",0x15(21)
104.987,2210B1,"6210B100",0x00(0)
105.054,2210C1,"6210C12D",0x2D(45)
105.100,2210B4,"6210B41D",0x1D(29)
105.860,2210A8,"6210A844",0x44(68)
105.926,2210B0,"6210B027",0x27(39)
105.986,2210B9,"6210B915",0x15(21)
106.986,2210D2,"6210D276",0x76(118)
107.047,221154,"7F2231",ERR
107.797,2210A8,"6210A800",0x00(0)
107.847,2210B0,"6210B027",0x27(39)
107.898,2210B9,"6210B915",0x15(21)
109.548,2210A8,"41077F",ERR
109.551,2210B0,"OK",ERR
109.571,2210B9,"STOPPED",ERR
109.703,2210B1,"",ERR
109.760,2210C1,"6210B100",0x00(0)
109.819,2210B4,"6210B41D",0x1D(29)
110.486,2210A8,"6210A800",0x00(0)
110.557,2210B0,"6210B027",0x27(39)
110.604,2210B9,"6210B915",0x15(21)
111.600,2210D2,"6210D276",0x76(118)
111.695,221154,"7F2231",ERR
112.516,2210A8,"6210A844",0x44(68)
112.602,2210B0,"6210B027",0x27(39)
112.683,2210B9,"6210B915",0x15(21)
113.826,2210A8,"6210A800",0x00(0)
113.881,2210B0,"6210B027",0x27(39)
113.988,2210B9,"6210B915",0x15(21)
115.565,2210A8,"6210A800",0x00(0)
115.684,2210B0,"6210B027",0x27(39)
115.986,2210B9,"6210B915",0x15(21)
116.150,2210B1,"6210B100",0x00(0)
116.205,2210C1,"6210C12D",0x2D(45)
116.277,2210B4,"6210B41E",0x1E(30)
118.178,2210A8,"6210A800",0x00(0)
118.420,2210B0,"6210B027",0x27(39)
118.698,2210B9,"6210B915",0x15(21)
119.609,2210D2,"6210D276",0x76(118)
119.696,221154,"7F2231",ERR
121.166,2210A8,"6210A842",0x42(66)
121.215,2210B0,"6210B027",0x27(39)
121.270,2210B9,"6210B915",0x15(21)
123.112,2210A8,"6210A844",0x44(68)
123.164,2210B0,"6210B027",0x27(39)
123.210,2210B9,"6210B915",0x15(21)
123.466,2210B1,"6210B100",0x00(0)
123.519,2210C1,"6210C12D",0x2D(45)
123.563,2210B4,"6210B41D",0x1D(29)
124.505,2210A8,"6210A843",0x43(67)
124.695,2210B0,"6210B027",0x27(39)
124.868,2210B9,"6210B915",0x15(21)
125.447,2210D2,"6210D276",0x76(118)
125.504,221154,"7F2231",ERR
126.772,2210A8,"6210A800",0x00(0)
126.829,2210B0,"6210B027",0x27(39)
126.871,2210B9,"6210B915",0x15(21)
127.685,2210A8,"6210A800",0x00(0)
127.754,2210B0,"6210B027",0x27(39)
127.876,2210B9,"6210B915",0x15(21)
128.974,2210B1,"OK",ERR
129.018,2210C1,"6210B100STOPPED",ERR
129.064,2210B4,"STOPPED",ERR
129.418,2210A8,"6210A844",0x44(68)
129.465,2210B0,"6210B027",0x27(39)
129.511,2210B9,"6210B915",0x15(21)
130.660,2210D2,"6210D276",0x76(118)
130.734,221154,"7F2231",ERR
131.439,2210A8,"6210A844",0x44(68)
131.496,2210B0,"6210B027",0x27(39)
131.560,2210B9,"6210B915",0x15(21)
132.860,2210A8,"6210A800",0x00(0)
132.918,2210B0,"6210B027",0x27(39)
132.967,2210B9,"6210B915",0x15(21)
134.183,2210A8,"6210A800",0x00(0)
134.247,2210B0,"6210B027",0x27(39)
134.296,2210B9,"6210B915",0x15(21)
134.359,2210B1,"6210B100",0x00(0)
134.422,2210C1,"6210C12D",0x2D(45)
134.474,2210B4,"6210B41E",0x1E(30)
136.157,2210A8,"OK",ERR
136.286,2210B0,"6210A800",0x00(0)
136.334,2210B9,"6210B027",0x27(39)
136.574,2210D2,"NO DATA",ERR
136.643,221154,"NO DATA",ERR
138.004,2210A8,"6210A800",0x00(0)
138.055,2210B0,"6210B027",0x27(39)
138.112,2210B9,"6210B915",0x15(21)
138.976,2210A8,"6210A800",0x00(0)
139.052,2210B0,"6210B027",0x27(39)
139.197,2210B9,"6210B915",0x15(21)
139.689,2210B1,"6210B100",0x00(0)
139.755,2210C1,"6210C12D",0x2D(45)
139.821,2210B4,"6210B41E",0x1E(30)
140.498,2210A8,"6210A843",0x43(67)
140.561,2210B0,"6210B027",0x27(39)
140.614,2210B9,"6210B915",0x15(21)
141.686,2210D2,"",ERR
142.117,221154,"6210D276",0x76(118)
143.502,2210A8,"6210A800",0x00(0)
143.558,2210B0,"6210B027",0x27(39)
143.617,2210B9,"6210B915",0x15(21)
144.530,2210A8,"6210A843",0x43(67)
144.709,2210B0,"6210B027",0x27(39)
144.886,2210B9,"6210B915",0x15(21)
145.404,2210B1,"6210B100",0x00(0)
145.461,2210C1,"6210C12D",0x2D(45)
145.518,2210B4,"6210B41D",0x1D(29)
146.144,2210A8,"6210A842",0x42(66)
146.200,2210B0,"6210B027",0x27(39)
146.253,2210B9,"6210B915",0x15(21)
147.374,2210D2,"6210D276",0x76(118)
147.444,221154,"7F2231",ERR
148.136,2210A8,"6210A800",0x00(0)
148.207,2210B0,"6210B027",0x27(39)
148.250,2210B9,"6210B915",0x15(21)
149.302,2210A8,"6210A800",0x00(0)
149.350,2210B0,"6210B027",0x27(39)
149.394,2210B9,"6210B915",0x15(21)
150.259,2210A8,"6210A800",0x00(0)
150.310,2210B0,"6210B027",0x27(39)
150.381,2210B9,"6210B915",0x15(21)
150.436,2210B1,"6210B100",0x00(0)
150.499,2210C1,"6210C12D",0x2D(45)
150.555,2210B4,"6210B41D",0x1D(29)
151.414,2210A8,"6210A844",0x44(68)
151.480,2210B0,"6210B027",0x27(39)
151.539,2210B9,"6210B915",0x15(21)
151.994,2210D2,"6210D277",0x77(119)
152.061,221154,"7F2231",ERR
152.997,2210A8,"6210A843",0x43(67)
153.056,2210B0,"6210B027",0x27(39)
153.107,2210B9,"6210B915",0x15(21)
154.017,2210A8,"6210A843",0x43(67)
154.077,2210B0,"6210B027",0x27(39)
154.135,2210B9,"6210B915",0x15(21)
154.398,2210B1,"6210B100",0x00(0)
154.455,2210C1,"6210C12D",0x2D(45)
154.514,2210B4,"6210B41E",0x1E(30)
155.776,2210A8,"6210A843",0x43(67)
155.836,2210B0,"6210B027",0x27(39)
155.897,2210B9,"6210B915",0x15(21)
156.516,2210D2,"6210D277",0x77(119)
156.586,221154,"7F2231",ERR
157.432,2210A8,"6210A800",0x00(0)
157.481,2210B0,"6210B027",0x27(39)
157.536,2210B9,"6210B915",0x15(21)
158.533,2210A8,"6210A800",0x00(0)
158.694,2210B0,"6210B027",0x27(39)
158.887,2210B9,"6210B915",0x15(21)
159.379,2210B1,"6210B100",0x00(0)
159.435,2210C1,"6210C12D",0x2D(45)
159.497,2210B4,"6210B41E",0x1E(30)
160.072,2210A8,"6210A842",0x42(66)
160.120,2210B0,"6210B027",0x27(39)
160.181,2210B9,"6210B915",0x15(21)
161.105,2210D2,"6210D277",0x77(119)
161.169,221154,"7F2231",ERR
162.676,2210A8,"6210A843",0x43(67)
162.862,2210B0,"6210B027",0x27(39)
162.916,2210B9,"6210B915",0x15(21)
163.777,2210A8,"6210A843",0x43(67)
163.836,2210B0,"6210B027",0x27(39)
163.879,2210B9,"6210B915",0x15(21)
165.171,2210A8,"6210A842",0x42(66)
165.232,2210B0,"6210B027",0x27(39)
165.289,2210B9,"6210B916",0x16(22)
165.347,2210B1,"6210B100",0x00(0)
165.389,2210C1,"6210C12D",0x2D(45)
165.442,2210B4,"6210B41D",0x1D(29)
166.858,2210A8,"6210A800",0x00(0)
167.017,2210B0,"6210B027",0x27(39)
167.174,2210B9,"6210B915",0x15(21)
168.828,2210D2,"OK",ERR
168.984,221154,"OK",ERR
170.032,2210A8,"?",ERR
170.046,2210B0,"STOPPED",ERR
170.058,2210B9,"",ERR
171.289,2210A8,"6210A800",0x00(0)
171.339,2210B0,"6210B027",0x27(39)
171.392,2210B9,"6210B915",0x15(21)
171.602,2210B1,"6210B100",0x00(0)
171.653,2210C1,"6210C12D",0x2D(45)
171.712,2210B4,"6210B41D",0x1D(29)
172.828,2210A8,"6210A800",0x00(0)
172.889,2210B0,"6210B027",0x27(39)
172.944,2210B9,"6210B915",0x15(21)
173.536,2210D2,"6210D277",0x77(119)
173.590,221154,"7F2231",ERR
174.431,2210A8,"6210A843",0x43(67)
174.516,2210B0,"6210B027",0x27(39)
174.574,2210B9,"6210B915",0x15(21)
175.414,2210A8,"6210A800",0x00(0)
175.499,2210B0,"6210B027",0x27(39)
175.579,2210B9,"6210B915",0x15(21)
175.926,2210B1,"6210B100",0x00(0)
175.995,2210C1,"6210C12D",0x2D(45)
176.070,2210B4,"6210B41E",0x1E(30)
176.647,2210A8,"6210A843",0x43(67)
176.717,2210B0,"6210B027",0x27(39)
176.776,2210B9,"6210B915",0x15(21)
177.493,2210D2,"6210D277",0x77(119)
177.543,221154,"7F2231",ERR
178.229,2210A8,"6210A842",0x42(66)
178.291,2210B0,"6210B027",0x27(39)
178.350,2210B9,"6210B915",0x15(21)
179.312,2210A8,"6210A800",0x00(0)
179.373,2210B0,"6210B027",0x27(39)
179.432,2210B9,"6210B915",0x15(21)
180.480,2210A8,"6210A843",0x43(67)
180.575,2210B0,"6210B027",0x27(39)
180.682,2210B9,"6210B915",0x15(21)
180.875,2210B1,"6210B100",0x00(0)
180.982,2210C1,"6210C12D",0x2D(45)
181.079,2210B4,"6210B41E",0x1E(30)
182.013,2210A8,"6210A800",0x00(0)
182.060,2210B0,"6210B027",0x27(39)
182.119,2210B9,"6210B915",0x15(21)
182.657,2210D2,"6210D277",0x77(119)
182.728,221154,"7F2231",ERR
183.717,2210A8,"6210A800",0x00(0)
183.782,2210B0,"6210B027",0x27(39)
183.874,2210B9,"6210B917",0x17(23)
185.271,2210A8,"6210A800",0x00(0)
185.330,2210B0,"6210B027",0x27(39)
185.386,2210B9,"6210B916",0x16(22)
185.600,2210B1,"6210B113",0x13(19)
185.657,2210C1,"6210C131",0x31(49)
185.794,2210B4,"6210B432",0x32(50)
187.537,2210A8,"85",ERR
187.598,2210B0,"6210A800",0x00(0)
187.801,2210B9,"6210B09F",0x9F(159)
188.932,2210D2,"OK",ERR
188.974,221154,"OK",ERR
191.224,2210A8,"OK",ERR
191.608,2210B0,"6210A845",0x45(69)
191.641,2210B9,"6210B09F",0x9F(159)
193.517,2210A8,"",ERR
193.605,2210B0,"OK",ERR
193.658,2210B9,"6210A845STOPPED",ERR
193.946,2210B1,"?",ERR
193.972,2210C1,"6210B100STOPPED",ERR
193.987,2210B4,"STOPPED",ERR
194.612,2210A8,"6210A845",0x45(69)
194.659,2210B0,"6210B09F",0x9F(159)
194.712,2210B9,"6210B915",0x15(21)
195.588,2210D2,"6210D277",0x77(119)
195.647,221154,"7F2231",ERR
196.367,2210A8,"6210A800",0x00(0)
196.529,2210B0,"6210B09F",0x9F(159)
196.731,2210B9,"6210B917",0x17(23)
198.050,2210A8,"6210A800",0x00(0)
198.129,2210B0,"6210B029",0x29(41)
198.194,2210B9,"6210B915",0x15(21)
199.369,2210A8,"6210A800",0x00(0)
199.421,2210B0,"6210B027",0x27(39)
199.467,2210B9,"6210B915",0x15(21)
199.516,2210B1,"6210B10D",0x0D(13)
199.560,2210C1,"6210C12C",0x2C(44)
199.618,2210B4,"6210B432",0x32(50)
200.808,2210A8,"6210A845",0x45(69)
200.870,2210B0,"6210B027",0x27(39)
200.929,2210B9,"6210B915",0x15(21)
201.361,2210D2,"6210D278",0x78(120)
201.420,221154,"7F2231",ERR
202.610,2210A8,"6210A845",0x45(69)
202.669,2210B0,"6210B027",0x27(39)
202.726,2210B9,"6210B915",0x15(21)
203.632,2210A8,"6210A845",0x45(69)
203.686,2210B0,"6210B027",0x27(39)
203.728,2210B9,"6210B915",0x15(21)
204.306,2210B1,"6210B100",0x00(0)
204.363,2210C1,"6210C12C",0x2C(44)
204.408,2210B4,"6210B434",0x34(52)
205.164,2210A8,"6210A800",0x00(0)
205.217,2210B0,"6210B027",0x27(39)
205.268,2210B9,"6210B915",0x15(21)
206.151,2210D2,"6210D278",0x78(120)
206.207,221154,"7F2231",ERR
206.962,2210A8,"6210A800",0x00(0)
207.022,2210B0,"6210B027",0x27(39)
207.080,2210B9,"6210B915",0x15(21)
208.242,2210A8,"6210A800",0x00(0)
208.299,2210B0,"6210B027",0x27(39)
208.354,2210B9,"6210B916",0x16(22)
208.673,2210B1,"6210B100",0x00(0)
208.734,2210C1,"6210C12C",0x2C(44)
208.793,2210B4,"6210B433",0x33(51)
209.413,2210A8,"6210A845",0x45(69)
209.461,2210B0,"6210B027",0x27(39)
209.515,2210B9,"6210B915",0x15(21)
210.444,2210D2,"6210D278",0x78(120)
210.520,221154,"7F2231",ERR
211.171,2210A8,"6210A800",0x00(0)
211.227,2210B0,"6210B027",0x27(39)
211.273,2210B9,"6210B915",0x15(21)
212.309,2210A8,"6210A843",0x43(67)
212.360,2210B0,"6210B027",0x27(39)
212.407,2210B9,"6210B915",0x15(21)
213.305,2210A8,"6210A800",0x00(0)
213.477,2210B0,"6210B027",0x27(39)
213.669,2210B9,"6210B915",0x15(21)
213.736,2210B1,"6210B100",0x00(0)
213.804,2210C1,"6210C12C",0x2C(44)
213.856,2210B4,"6210B433",0x33(51)
214.726,2210A8,"6210A843",0x43(67)
214.772,2210B0,"6210B027",0x27(39)
214.815,2210B9,"6210B915",0x15(21)
215.598,2210D2,"6210D278",0x78(120)
215.669,221154,"7F2231",ERR
216.527,2210A8,"6210A843",0x43(67)
216.575,2210B0,"6210B027",0x27(39)
216.630,2210B9,"6210B915",0x15(21)
217.733,2210A8,"6210A843",0x43(67)
217.788,2210B0,"6210B027",0x27(39)
217.846,2210B9,"6210B915",0x15(21)
218.030,2210B1,"6210B100",0x00(0)
